EEC_MEASURE;SEX;AGE;EMPFORM;EMPSTA;PCS;EDUC;IMMI;WKTIME;ACTIVITY;UNDEREMP;UNEMPDUR;COMPOHALO;ANCSORFI2;UNIT_MULT;OBS_STATUS;CONF_STATUS;FREQ;DECIMALS;TIME_PERIOD;OBS_VALUE
PT_EMPSTA_IN_POP;_T;Y34;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.3
POP;F;Y18;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;69.7
POP;_T;Y30T34;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;253.5
POP;F;Y32;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;303.8
POP;F;Y47;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;350.1
POP;F;Y45;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;17.5
POP;F;Y50T54;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;99.5
POP;F;Y35T39;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;2133.1
POP;_T;Y34;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;843.8
POP;M;Y55;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;337.3
POP;M;Y_GE65;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;314.3
POP;M;Y55T59;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;83.1
PT_EMPSTA_IN_POP;F;Y30;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;51.6
PT_EMPSTA_IN_POP;F;Y42;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.8
PT_EMPSTA_IN_POP;F;Y15T29;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.5
PT_EMPSTA_IN_POP;F;Y19;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;29.5
PT_EMPSTA_IN_POP;F;Y17;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.8
PT_EMPSTA_IN_POP;F;Y55T59;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;51.5
PT_EMPSTA_IN_POP;M;Y39;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;42.5
PT_EMPSTA_IN_POP;M;Y_GE65;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0.1
PT_EMPSTA_IN_POP;M;Y26;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;51.4
PT_EMPSTA_IN_POP;F;Y21;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;24.9
PT_EMPSTA_IN_POP;_T;Y50T59;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.2
PT_EMPSTA_IN_POP;_T;Y46;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;85.2
PT_EMPSTA_IN_POP;F;Y70T74;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;1.4
PT_EMPSTA_IN_POP;_T;Y20;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
POP;M;Y35;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;385.7
PT_EMPSTA_IN_POP;_T;Y50;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;84.2
POP;M;Y54;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;350.6
PT_EMPSTA_IN_POP;_T;Y30T39;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;11.7
PT_EMPSTA_IN_POP;F;Y_GE75;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
POP;M;Y50;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;37.2
PT_IMMI_IN_EMP_BY_ACTIVITY;_T;Y15T74;_T;1;_T;_T;10;_T;F;_T;_T;_T;_T;-2;A;F;A;;2023;19.1
ACTRATE;F;Y25T49;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;84.5
ACTPOP;_T;Y55T59;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1169.1
EMP;_T;Y15T74;_T;1;_T;_T;21;_T;BTE;_T;_T;_T;_T;3;A;F;A;;2023;299
PT_IMMI_IN_EMP_BY_ACTIVITY;F;Y15T74;_T;1;_T;_T;_T;_T;A;_T;_T;_T;_T;-2;A;F;A;;2023;31.5
ACTPOP;_T;Y35T39;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;754.9
ACTPOP;_T;Y55T59;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;521.3
PT_AGE_IN_HALO_Y15T64;M;Y25T49;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.8
ACTPOP;M;Y15T64;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;3360
ACTPOP;F;Y45T49;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;289.5
ACTRATE;F;Y55T59;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;87.9
ACTRATE;M;Y50T64;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;83.6
ACTPOP;M;Y15T24;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;351.6
ACTRATE;M;Y60T64;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;39.9
ACTRATE;M;Y60T64;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;34.1
ACTPOP;M;Y15T19;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;186.4
ACTRATE;M;Y30T34;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;79.9
ACTRATE;M;Y55T59;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;84.4
ACTRATE;F;Y45T49;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;94
ACTRATE;F;Y15T19;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8.8
ACTRATE;F;Y45T49;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;84.3
EMP;F;Y_GE15;211;1;_T;_T;_T;_T;F;_T;_T;_T;_T;3;A;F;A;;2023;193.1
PT_EMPFORM_IN_EMP_BY_ACTIVITY;F;Y_GE15;2;1;_T;_T;_T;_T;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;29.4
EMP;F;Y_GE15;2;1;_T;_T;_T;_T;L;_T;_T;_T;_T;3;A;F;A;;2023;159.2
EMP;F;Y_GE15;26;1;_T;_T;_T;_T;M_N;_T;_T;_T;_T;3;A;F;A;;2023;19
PT_EMPFORM_IN_EMP_BY_ACTIVITY;F;Y_GE15;2;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;44
PT_EMPFORM_IN_EMP_BY_ACTIVITY;M;Y_GE15;211;1;_T;_T;_T;_T;RTU;_T;_T;_T;_T;-2;A;F;A;;2023;19.2
EMP;M;Y_GE15;23T25;1;_T;_T;_T;_T;L;_T;_T;_T;_T;3;A;F;A;;2023;10.5
PT_EMPFORM_IN_EMP_BY_ACTIVITY;F;Y_GE15;_T;1;_T;_T;_T;_T;A;_T;_T;_T;_T;-2;A;F;A;;2023;31.5
PT_EMPFORM_IN_EMP_BY_ACTIVITY;_T;Y_GE15;271;1;_T;_T;_T;_T;GTU_X_P;_T;_T;_T;_T;-2;A;F;A;;2023;1
PT_EMPFORM_IN_EMP_BY_ACTIVITY;_T;Y_GE15;11;1;_T;_T;_T;_T;J;_T;_T;_T;_T;-2;A;F;A;;2023;12.6
POP;_T;Y46;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;801.9
EMPRATE;F;Y50T64;_T;1;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;66.6
EMPRATE;M;Y25T49;_T;1;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;87.1
EMPRATE;F;Y55T59;_T;1;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;56.7
EMPRATE;F;Y25T49;_T;1;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;72.9
EMPRATE;F;Y45T49;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;82.6
EMPRATE;_T;Y15T19;_T;1;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.5
EMPRATE;_T;Y15T24;_T;1;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;41.1
EMPRATE;F;Y35T39;_T;1;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;46.8
POP;_T;Y55;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;33.3
EMPRATE;M;Y15T19;_T;1;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;19.4
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y25T49;_T;1;_T;_T;_T;_T;N;_T;_T;_T;_T;-2;A;F;A;;2023;30.7
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y25T49;_T;1;_T;_T;_T;_T;L;_T;_T;_T;_T;-2;A;F;A;;2023;31.9
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y_GE65;_T;1;_T;_T;_T;_T;C28;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y15T24;_T;1;_T;_T;_T;_T;J61;_T;_T;_T;_T;-2;A;F;A;;2023;4.3
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y50T64;_T;1;_T;_T;_T;_T;C26;_T;_T;_T;_T;-2;A;F;A;;2023;10.9
EMP;_T;Y_GE15;22;1;_T;_T;_T;_T;_X;_T;_T;_T;_T;3;A;F;A;;2023;20.4
EMP;_T;Y_GE15;211;1;_T;_T;_T;_T;M_N;_T;_T;_T;_T;3;A;F;A;;2023;2247
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y15T24;_T;1;_T;_T;_T;_T;C22_23;_T;_T;_T;_T;-2;A;F;A;;2023;6.5
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y15T24;_T;1;_T;_T;_T;_T;C21;_T;_T;_T;_T;-2;A;F;A;;2023;2.4
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y15T24;_T;1;_T;_T;_T;_T;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;3.1
PT_EMPSTA_IN_POP;M;Y23;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.7
PT_EMPSTA_IN_POP;F;Y30;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.5
PT_EMPSTA_IN_POP;M;Y_GE75;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;40.9
PT_EMPSTA_IN_POP;M;Y31;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.9
PT_EMPSTA_IN_POP;M;Y39;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.4
PT_EMPSTA_IN_POP;M;Y63;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;35.3
PT_EMPSTA_IN_POP;F;Y40T49;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;41.4
PT_EMPSTA_IN_POP;M;Y35T39;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;48.1
PT_EMPSTA_IN_POP;F;Y48;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;6.5
PT_EMPSTA_IN_POP;F;Y51;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;7.1
PT_EMPSTA_IN_POP;_T;Y39;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.2
PT_EMPSTA_IN_POP;_T;Y43;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;5.6
PT_EMPSTA_IN_POP;_T;Y15;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_EMPSTA_IN_POP;_T;Y22;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_EMPSTA_IN_POP;F;Y70T74;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;0
PT_EMPSTA_IN_POP;_T;Y53;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_EMPSTA_IN_POP;_T;Y56;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;80.2
PT_EMPSTA_IN_POP;_T;Y45;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;4.7
POP;M;Y45;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;349.8
PT_EMPSTA_IN_POP;_T;Y49;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.7
POP;_T;Y21;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;399.5
POP;F;Y47;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;53.5
POP;M;Y64;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;81.3
POP;_T;Y18;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;69
POP;M;Y61;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;410.5
POP;_T;Y15T19;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;190.4
POP;F;Y57;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;18.3
POP;F;Y18;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;258.9
POP;F;Y_GE65;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;262.2
POP;F;Y15T19;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1665.3
POP;M;Y55;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;14.1
ACTRATE;_T;Y55T59;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;66.4
ACTPOP;M;Y15T24;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1447.4
ACTRATE;M;Y15T64;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;77.1
ACTRATE;F;Y45T49;_T;_T;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;84.9
ACTPOP;F;Y15T24;_T;_T;_T;_T;10;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;83.8
ACTPOP;M;Y20T24;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;278.4
ACTRATE;_T;Y45T49;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;90.2
ACTRATE;M;Y25T49;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;95.2
ACTPOP;F;Y50T64;_T;_T;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;358.6
ACTRATE;_T;Y25T49;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;91
ACTRATE;_T;Y40T44;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;86.6
EMP;F;Y_GE15;22;1;_T;_T;_T;_T;GTU_X_P;_T;_T;_T;_T;3;A;F;A;;2023;1241.7
EMP;F;Y_GE15;23T25;1;_T;_T;_T;_T;F;_T;_T;_T;_T;3;A;F;A;;2023;13.8
EMP;M;Y_GE15;211;1;_T;_T;_T;_T;GTI;_T;_T;_T;_T;3;A;F;A;;2023;2715.4
EMP;M;Y_GE15;2;1;_T;_T;_T;_T;K;_T;_T;_T;_T;3;A;F;A;;2023;368.6
PT_EMPFORM_IN_EMP_BY_ACTIVITY;_T;Y_GE15;271;1;_T;_T;_T;_T;K;_T;_T;_T;_T;-2;A;F;A;;2023;0.2
PT_EMPFORM_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;_X;_T;_T;_T;_T;-2;A;F;A;;2023;50.5
EMP;M;Y_GE15;11;1;_T;_T;_T;_T;K;_T;_T;_T;_T;3;A;F;A;;2023;38.6
PT_EMPFORM_IN_EMP_BY_ACTIVITY;_T;Y_GE15;23T25;1;_T;_T;_T;_T;OTQ;_T;_T;_T;_T;-2;A;F;A;;2023;1.6
EMP;F;Y_GE15;22;1;_T;_T;_T;_T;L;_T;_T;_T;_T;3;A;F;A;;2023;6.9
EMP;M;Y_GE15;11;1;_T;_T;_T;_T;L;_T;_T;_T;_T;3;A;F;A;;2023;49.6
EMP;M;Y15T74;_T;1;_T;_T;21;_T;TMN;_T;_T;_T;_T;3;A;F;A;;2023;244.2
ACTRATE;F;Y35T39;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;83.3
ACTPOP;F;Y15T24;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;161.7
ACTPOP;F;Y30T34;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;785.4
PT_IMMI_IN_EMP_BY_ACTIVITY;_T;Y15T74;_T;1;_T;_T;22;_T;TMN;_T;_T;_T;_T;-2;A;F;A;;2023;82.6
ACTPOP;F;Y40T44;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;654.3
PT_IMMI_IN_EMP_BY_ACTIVITY;F;Y15T74;_T;1;_T;_T;10;_T;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;2.8
ACTPOP;F;Y15T24;_T;_T;_T;3A;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;121.4
ACTPOP;_T;Y45T49;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;753.2
ACTPOP;F;Y50T64;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;784.8
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;C19;_T;_T;_T;_T;-2;A;F;A;;2023;70.9
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y50T64;_T;1;_T;_T;_T;_T;A;_T;_T;_T;_T;-2;A;F;A;;2023;26
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y50T64;_T;1;_T;_T;_T;_T;BTE;_T;_T;_T;_T;-2;A;F;A;;2023;9.5
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y15T24;_T;1;_T;_T;_T;_T;A;_T;_T;_T;_T;-2;A;F;A;;2023;5.8
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y_GE65;_T;1;_T;_T;_T;_T;K;_T;_T;_T;_T;-2;A;F;A;;2023;0.5
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y_GE15;_T;1;_T;_T;_T;_T;D;_T;_T;_T;_T;-2;A;F;A;;2023;70.1
PT_AGE_IN_EMP_BY_ACTIVITY;M;Y15T24;_T;1;_T;_T;_T;_T;C20;_T;_T;_T;_T;-2;A;F;A;;2023;2.1
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y25T49;_T;1;_T;_T;_T;_T;M72;_T;_T;_T;_T;-2;A;F;A;;2023;29.7
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y25T49;_T;1;_T;_T;_T;_T;C13T15;_T;_T;_T;_T;-2;A;F;A;;2023;41.9
PT_AGE_IN_EMP_BY_ACTIVITY;F;Y25T49;_T;1;_T;_T;_T;_T;C29_30;_T;_T;_T;_T;-2;A;F;A;;2023;13.4
POP;_T;Y32;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;49.3
POP;F;Y58;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;114.7
POP;_T;Y26;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;680.3
POP;F;Y22;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;365
POP;_T;Y15T19;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;612.7
POP;F;Y_GE60;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;58.2
POP;M;Y58;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;429.9
POP;F;Y_GE65;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;7479.8
POP;M;Y_GE65;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;6101.1
POP;F;Y25;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;282.8
POP;F;Y49;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;58.7
EMPRATE;_T;Y15T64;_T;1;_T;_T;21;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;59.7
EMPRATE;F;Y15T64;_T;1;_T;3A;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;67.3
EMPRATE;F;Y55T59;_T;1;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;77.2
EMPRATE;M;Y45T49;_T;1;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;93.4
EMPRATE;_T;Y25T29;_T;1;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;65.1
EMPRATE;F;Y50T54;_T;1;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;83.6
POP;_T;Y49;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;92.3
POP;_T;Y70T74;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;118.6
EMPRATE;M;Y15T19;_T;1;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12.9
EMPRATE;M;Y15T19;_T;1;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10.7
EMPRATE;M;Y50T54;_T;1;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;86.7
PT_EMPSTA_IN_POP;F;Y16;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;45.5
PT_EMPSTA_IN_POP;M;Y64;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;10
PT_EMPSTA_IN_POP;F;Y24;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;36.7
PT_EMPSTA_IN_POP;M;Y55T59;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;8
PT_EMPSTA_IN_POP;F;Y15;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;50
PT_EMPSTA_IN_POP;M;Y59;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;35.1
PT_EMPSTA_IN_POP;F;Y18;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;3.9
PT_EMPSTA_IN_POP;M;Y62;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;16.1
PT_EMPSTA_IN_POP;M;Y36;_T;2;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;2.3
PT_EMPSTA_IN_POP;M;Y_GE65;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;44
ACTRATE;F;Y50T54;_T;_T;_T;0T2;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;64.4
ACTPOP;F;Y55T59;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;1452.7
ACTPOP;_T;Y40T44;_T;_T;_T;_T;21;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;385.2
ACTRATE;_T;Y25T49;_T;_T;_T;4T5;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;93.3
ACTRATE;_T;Y35T39;_T;_T;_T;6T8;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;94.1
ACTRATE;M;Y55T59;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;86
ACTRATE;_T;Y15T64;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;75.5
ACTRATE;F;Y55T59;_T;_T;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;64.1
ACTRATE;_T;Y50T54;_T;_T;_T;3_X_353;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;89.3
ACTRATE;M;Y25T29;_T;_T;_T;_T;10;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;86.4
ACTPOP;_T;Y15T19;_T;_T;_T;_T;22;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;671.6
PT_EMPSTA_IN_POP;_T;Y60T64;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
PT_EMPSTA_IN_POP;_T;Y38;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;12.3
POP;M;Y26;_T;1;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;290.6
POP;M;Y20;_T;3;_T;_T;_T;_T;_T;_T;_T;_T;_T;3;A;F;A;;2023;184.1
PT_EMPSTA_IN_POP;_T;Y65T69;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;_T;-2;A;F;A;;2023;100
